geoid,geoid20,year,denom_total_hh,med_hh_inc_adj,med_hh_inc
1400000US06037543601,6037543601,2016,1007,89182,73125
1400000US06037543603,6037543603,2016,1491,83898,68792
1400000US06037543605,6037543605,2016,1576,87404,71667
1400000US06037543606,6037543606,2016,1104,87404,71667
1400000US06037543607,6037543607,2016,670,111002,91016
1400000US06037543701,6037543701,2016,656,84833,69559
1400000US06037543703,6037543703,2016,943,93375,76563
1400000US06037543704,6037543704,2016,917,93502,76667
1400000US06037543705,6037543705,2016,885,93502,76667
1400000US06037543801,6037543801,2016,1481,85860,70401
1400000US06037543803,6037543803,2016,1092,87154,71462
1400000US06037543804,6037543804,2016,868,87154,71462
1400000US06037543903,6037543903,2016,1094,79273,65000
1400000US06037543905,6037543905,2016,958,64860,53182
1400000US06037544001,6037544001,2016,865,70336,57672
1400000US06037544002,6037544002,2016,1033,92264,75652
1400000US06037550101,6037550101,2016,805,90788,74442
1400000US06037550201,6037550201,2016,693,76733,62917
1400000US06037550202,6037550202,2016,1428,63907,52401
1400000US06037550301,6037550301,2016,1285,77441,63498
1400000US06037550501,6037550501,2016,722,94150,77198
1400000US06037550502,6037550502,2016,1436,94030,77100
1400000US06037550601,6037550601,2016,1631,80640,66121
1400000US06037550602,6037550602,2016,1204,99600,81667
1400000US06037550700,6037550700,2016,1884,108571,89023
1400000US06037550801,6037550801,2016,1162,96781,79356
1400000US06037550802,6037550802,2016,962,96781,79356
1400000US06037550901,6037550901,2016,1328,60719,49787
1400000US06037550902,6037550902,2016,1917,69249,56781
1400000US06037551001,6037551001,2016,1291,84109,68965
1400000US06037551002,6037551002,2016,872,84109,68965
1400000US06037551101,6037551101,2016,1189,48842,40048
1400000US06037551102,6037551102,2016,1678,57245,46938
1400000US06037551201,6037551201,2016,1136,63266,51875
1400000US06037551203,6037551203,2016,1095,85894,70429
1400000US06037551204,6037551204,2016,1028,85894,70429
1400000US06037551300,6037551300,2016,1778,53326,43725
1400000US06037551401,6037551401,2016,1352,72468,59420
1400000US06037551402,6037551402,2016,1285,85576,70168
1400000US06037551501,6037551501,2016,1405,74412,61015
1400000US06037551502,6037551502,2016,1187,86501,70927
1400000US06037551700,6037551700,2016,1636,78039,63988
1400000US06037551801,6037551801,2016,1181,75224,61680
1400000US06037551802,6037551802,2016,1126,75224,61680
1400000US06037551900,6037551900,2016,1449,75801,62153
1400000US06037552001,6037552001,2016,1003,89450,73345
1400000US06037552002,6037552002,2016,955,76165,62452
1400000US06037552100,6037552100,2016,1886,54340,44556
1400000US06037552200,6037552200,2016,1697,54929,45039
1400000US06037552301,6037552301,2016,1341,89255,73185
1400000US06037552302,6037552302,2016,1244,81074,66477
1400000US06037552400,6037552400,2016,573,73238,60052
1400000US06037552601,6037552601,2016,1197,73757,60477
1400000US06037552602,6037552602,2016,1149,58963,48347
1400000US06037552700,6037552700,2016,1807,76203,62483
1400000US06037552800,6037552800,2016,1619,72004,59040
1400000US06037552900,6037552900,2016,1827,73454,60229
1400000US06037553000,6037553000,2016,1234,87549,71786
1400000US06037553100,6037553100,2016,1810,88704,72733
1400000US06037553201,6037553201,2016,1059,84849,69572
1400000US06037553202,6037553202,2016,901,84849,69572
1400000US06037553300,6037553300,2016,971,68960,56544
1400000US06037553400,6037553400,2016,895,74218,60855
1400000US06037553502,6037553502,2016,1223,60356,49489
1400000US06037553503,6037553503,2016,739,61906,50760
1400000US06037553504,6037553504,2016,1342,55263,45313
1400000US06037553601,6037553601,2016,1359,55810,45761
1400000US06037553602,6037553602,2016,1331,74773,61310
1400000US06037553701,6037553701,2016,859,53760,44081
1400000US06037553702,6037553702,2016,1124,56006,45922
1400000US06037553801,6037553801,2016,1037,58766,48185
1400000US06037553802,6037553802,2016,1918,44921,36833
1400000US06037553901,6037553901,2016,1645,74503,61089
1400000US06037553902,6037553902,2016,1622,53162,43590
1400000US06037554001,6037554001,2016,1137,62206,51006
1400000US06037554002,6037554002,2016,1658,60314,49455
1400000US06037554101,6037554101,2016,998,50118,41094
1400000US06037554105,6037554105,2016,1474,48830,40038
1400000US06037554106,6037554106,2016,1171,76296,62559
1400000US06037554201,6037554201,2016,1188,92786,76080
1400000US06037554203,6037554203,2016,1215,55728,45694
1400000US06037554204,6037554204,2016,1615,42913,35187
1400000US06037554301,6037554301,2016,1028,68617,56263
1400000US06037554302,6037554302,2016,1210,48732,39958
1400000US06037554403,6037554403,2016,1692,47470,38923
1400000US06037554404,6037554404,2016,1310,46631,38235
1400000US06037554405,6037554405,2016,1184,51358,42111
1400000US06037554406,6037554406,2016,1614,76953,63098
1400000US06037554511,6037554511,2016,1158,106127,87019
1400000US06037554512,6037554512,2016,1890,136898,112250
1400000US06037554513,6037554513,2016,818,115391,94615
1400000US06037554514,6037554514,2016,1407,95384,78210
1400000US06037554515,6037554515,2016,1150,115135,94405
1400000US06037554516,6037554516,2016,1143,124076,101736
1400000US06037554517,6037554517,2016,1441,117232,96125
1400000US06037554518,6037554518,2016,1672,117862,96641
1400000US06037554519,6037554519,2016,1173,139157,114102
1400000US06037554521,6037554521,2016,1965,95781,78536
1400000US06037554522,6037554522,2016,1525,125570,102961
1400000US06037554600,6037554600,2016,1283,59650,48910
1400000US06037554700,6037554700,2016,1027,76557,62773
1400000US06037554801,6037554801,2016,768,64823,53152
1400000US06037554802,6037554802,2016,1758,78358,64250
1400000US06037554900,6037554900,2016,2138,65714,53882
1400000US06037555001,6037555001,2016,1508,78286,64191
1400000US06037555002,6037555002,2016,1069,82733,67837
1400000US06037555105,6037555105,2016,1472,57196,46898
1400000US06037555106,6037555106,2016,1203,56323,46182
1400000US06037555107,6037555107,2016,1854,84208,69046
1400000US06037555202,6037555202,2016,1065,135770,111325
1400000US06037555211,6037555211,2016,1362,42577,34911
1400000US06037555212,6037555212,2016,1340,49640,40703
1400000US06037555300,6037555300,2016,1195,90128,73900
1400000US06037570001,6037570001,2016,1409,99816,81844
1400000US06037570002,6037570002,2016,920,97906,80278
1400000US06037570003,6037570003,2016,1407,109183,89525
1400000US06037570100,6037570100,2016,728,106104,87000
1400000US06037570202,6037570202,2016,1565,72048,59076
1400000US06037570203,6037570203,2016,1158,51452,42188
1400000US06037570204,6037570204,2016,1051,68628,56272
1400000US06037570303,6037570303,2016,1186,49680,40735
1400000US06037570304,6037570304,2016,1419,53417,43799
1400000US06037570305,6037570305,2016,1368,46988,38528
1400000US06037570306,6037570306,2016,863,46988,38528
1400000US06037570402,6037570402,2016,917,77773,63770
1400000US06037570403,6037570403,2016,1149,43775,35893
1400000US06037570404,6037570404,2016,829,68642,56283
1400000US06037570502,6037570502,2016,1729,74995,61492
1400000US06037570503,6037570503,2016,740,72552,59489
1400000US06037570504,6037570504,2016,1301,72552,59489
1400000US06037570601,6037570601,2016,1460,52549,43088
1400000US06037570602,6037570602,2016,1816,65509,53714
1400000US06037570603,6037570603,2016,1725,41750,34233
1400000US06037570701,6037570701,2016,2392,83365,68355
1400000US06037570703,6037570703,2016,1174,97693,80104
1400000US06037570800,6037570800,2016,1722,100425,82344
1400000US06037570901,6037570901,2016,1886,115521,94722
1400000US06037570902,6037570902,2016,1189,99916,81926
1400000US06037571000,6037571000,2016,1939,107212,87909
1400000US06037571101,6037571101,2016,1497,133914,109803
1400000US06037571102,6037571102,2016,1310,106943,87688
1400000US06037571201,6037571201,2016,1531,93866,76966
1400000US06037571202,6037571202,2016,1534,93866,76966
1400000US06037571300,6037571300,2016,1514,120244,98594
1400000US06037571400,6037571400,2016,1555,99051,81217
1400000US06037571502,6037571502,2016,1730,68906,56500
1400000US06037571504,6037571504,2016,1806,75462,61875
1400000US06037571505,6037571505,2016,922,97483,79931
1400000US06037571600,6037571600,2016,793,16225,13304
1400000US06037571701,6037571701,2016,1743,56206,46086
1400000US06037571703,6037571703,2016,1009,43067,35313
1400000US06037571704,6037571704,2016,1140,50733,41599
1400000US06037571800,6037571800,2016,1333,126486,103712
1400000US06037571900,6037571900,2016,2377,86450,70885
1400000US06037572001,6037572001,2016,2264,100145,82114
1400000US06037572201,6037572201,2016,2143,87265,71553
1400000US06037572202,6037572202,2016,1074,111010,91023
1400000US06037572301,6037572301,2016,946,64485,52874
1400000US06037572500,6037572500,2016,1161,32102,26322
1400000US06037572600,6037572600,2016,1238,92383,75750
1400000US06037572700,6037572700,2016,1331,65411,53634
1400000US06037573002,6037573002,2016,1078,38480,31552
1400000US06037573003,6037573003,2016,592,62199,51000
1400000US06037573004,6037573004,2016,1549,39578,32452
1400000US06037573101,6037573101,2016,1056,67367,55238
1400000US06037573102,6037573102,2016,1337,67367,55238
1400000US06037573201,6037573201,2016,1332,36794,30169
1400000US06037573202,6037573202,2016,1671,51781,42458
1400000US06037573300,6037573300,2016,1057,42533,34875
1400000US06037573401,6037573401,2016,533,84384,69191
1400000US06037573402,6037573402,2016,2308,64525,52907
1400000US06037573403,6037573403,2016,1235,131687,107977
1400000US06037573601,6037573601,2016,2299,123099,100935
1400000US06037573700,6037573700,2016,1684,118372,97059
1400000US06037573800,6037573800,2016,1464,119264,97791
1400000US06037573902,6037573902,2016,832,144205,118241
1400000US06037574000,6037574000,2016,1879,149431,122526
1400000US06037574100,6037574100,2016,1883,111167,91152
1400000US06037574201,6037574201,2016,1102,114066,93529
1400000US06037574202,6037574202,2016,693,82074,67297
1400000US06037574300,6037574300,2016,2212,99325,81442
1400000US06037574400,6037574400,2016,1880,117972,96731
1400000US06037574500,6037574500,2016,2238,109825,90051
1400000US06037574602,6037574602,2016,544,100869,82708
1400000US06037574800,6037574800,2016,1417,76529,62750
1400000US06037574901,6037574901,2016,1375,117975,96734
1400000US06037574902,6037574902,2016,1739,61551,50469
1400000US06037575001,6037575001,2016,1644,83859,68761
1400000US06037575002,6037575002,2016,1847,87331,71607
1400000US06037575101,6037575101,2016,1414,51368,42119
1400000US06037575102,6037575102,2016,1204,37096,30417
1400000US06037575103,6037575103,2016,1989,50915,41748
1400000US06037575201,6037575201,2016,1236,43753,35875
1400000US06037575202,6037575202,2016,1234,39475,32368
1400000US06037575300,6037575300,2016,1355,39332,32250
1400000US06037575401,6037575401,2016,1241,36031,29544
1400000US06037575402,6037575402,2016,1006,46141,37833
1400000US06037575801,6037575801,2016,653,32440,26599
1400000US06037575802,6037575802,2016,1553,35458,29074
1400000US06037575803,6037575803,2016,1229,24301,19926
1400000US06037575901,6037575901,2016,1375,55308,45350
1400000US06037575902,6037575902,2016,2701,41039,33650
1400000US06037576001,6037576001,2016,3368,91755,75234
1400000US06037576200,6037576200,2016,2879,29955,24562
1400000US06037576301,6037576301,2016,1671,41754,34236
1400000US06037576302,6037576302,2016,1216,49214,40353
1400000US06037576401,6037576401,2016,1222,34885,28604
1400000US06037576402,6037576402,2016,1291,44444,36442
1400000US06037576403,6037576403,2016,1410,39667,32525
1400000US06037576501,6037576501,2016,1435,37336,30614
1400000US06037576502,6037576502,2016,1982,45734,37500
1400000US06037576503,6037576503,2016,1871,54228,44464
1400000US06037576601,6037576601,2016,2668,66173,54259
1400000US06037576602,6037576602,2016,2674,69360,56872
1400000US06037576700,6037576700,2016,2082,74360,60972
1400000US06037576801,6037576801,2016,2045,65553,53750
1400000US06037576802,6037576802,2016,1888,68376,56065
1400000US06037576901,6037576901,2016,1846,30381,24911
1400000US06037576903,6037576903,2016,1400,47504,38951
1400000US06037576904,6037576904,2016,1179,59191,48534
1400000US06037577000,6037577000,2016,3031,72516,59460
1400000US06037577100,6037577100,2016,3379,75334,61770
1400000US06037577200,6037577200,2016,3167,85928,70457
1400000US06037577300,6037577300,2016,3170,86677,71071
1400000US06037577400,6037577400,2016,1522,100214,82171
1400000US06037577501,6037577501,2016,1699,108399,88882
1400000US06037577504,6037577504,2016,742,106278,87143
1400000US06037577602,6037577602,2016,1650,106655,87452
1400000US06037577604,6037577604,2016,737,111669,91563
1400000US06037577605,6037577605,2016,2079,123771,101486
1400000US06037577606,6037577606,2016,1572,123771,101486
1400000US06037577700,6037577700,2016,1096,72914,59786
1400000US06037577800,6037577800,2016,1080,79344,65058
1400000US06037577900,6037577900,2016,2264,89607,73473
1400000US06037578000,6037578000,2016,1452,45833,37581
1400000US06037599000,6037599000,2016,1254,76151,62440
1400000US06037600100,6037600100,2016,2042,31557,25875
1400000US06037600201,6037600201,2016,1299,37445,30703
1400000US06037600202,6037600202,2016,2130,37039,30370
1400000US06037600302,6037600302,2016,1062,43389,35577
1400000US06037600303,6037600303,2016,1168,28094,23036
1400000US06037600304,6037600304,2016,1069,28468,23342
1400000US06037600400,6037600400,2016,1534,42506,34853
1400000US06037600501,6037600501,2016,903,69582,57054
1400000US06037600601,6037600601,2016,905,75957,62281
1400000US06037600602,6037600602,2016,741,37373,30644
1400000US06037600702,6037600702,2016,1360,105911,86842
1400000US06037600703,6037600703,2016,910,81822,67090
1400000US06037600704,6037600704,2016,1198,79758,65398
1400000US06037600801,6037600801,2016,1254,67981,55741
1400000US06037600802,6037600802,2016,1111,63323,51922
1400000US06037600902,6037600902,2016,2539,43570,35725
1400000US06037600911,6037600911,2016,1118,63266,51875
1400000US06037600912,6037600912,2016,1513,53321,43721
1400000US06037601001,6037601001,2016,1076,33742,27667
1400000US06037601002,6037601002,2016,2004,51493,42222
1400000US06037601100,6037601100,2016,2104,38067,31213
1400000US06037601202,6037601202,2016,1044,59006,48382
1400000US06037601211,6037601211,2016,1116,46150,37841
1400000US06037601212,6037601212,2016,2038,48525,39788
1400000US06037601301,6037601301,2016,764,73937,60625
1400000US06037601302,6037601302,2016,2809,58123,47658
1400000US06037601303,6037601303,2016,1993,46455,38091
1400000US06037601401,6037601401,2016,1594,51988,42628
1400000US06037601402,6037601402,2016,1320,67725,55531
1400000US06037601501,6037601501,2016,1088,42152,34563
1400000US06037601502,6037601502,2016,880,49043,40213
1400000US06037601600,6037601600,2016,1046,54304,44527
1400000US06037601700,6037601700,2016,1267,39611,32479
1400000US06037601801,6037601801,2016,838,41446,33984
1400000US06037601802,6037601802,2016,992,52519,43063
1400000US06037601900,6037601900,2016,1282,47894,39271
1400000US06037602002,6037602002,2016,853,47138,38651
1400000US06037602003,6037602003,2016,1280,46973,38516
1400000US06037602103,6037602103,2016,2139,41110,33708
1400000US06037602104,6037602104,2016,1769,54235,44470
1400000US06037602105,6037602105,2016,1315,55376,45406
1400000US06037602106,6037602106,2016,2071,48467,39741
1400000US06037602201,6037602201,2016,1897,69778,57215
1400000US06037602202,6037602202,2016,582,69778,57215
1400000US06037602301,6037602301,2016,1926,92147,75556
1400000US06037602302,6037602302,2016,1408,123805,101514
1400000US06037602402,6037602402,2016,2051,62005,50841
1400000US06037602403,6037602403,2016,1656,58777,48194
1400000US06037602404,6037602404,2016,2066,55713,45682
1400000US06037602504,6037602504,2016,1740,46902,38457
1400000US06037602505,6037602505,2016,1623,39128,32083
1400000US06037602506,6037602506,2016,1656,45050,36939
1400000US06037602507,6037602507,2016,1704,50155,41125
1400000US06037602510,6037602510,2016,1247,54656,44815
1400000US06037602511,6037602511,2016,1251,54762,44902
1400000US06037602512,6037602512,2016,162,67860,55642
1400000US06037602513,6037602513,2016,992,67951,55716
1400000US06037602601,6037602601,2016,1943,63122,51757
1400000US06037602602,6037602602,2016,971,63122,51757
1400000US06037602700,6037602700,2016,1222,98139,80469
1400000US06037602801,6037602801,2016,1148,39140,32093
1400000US06037602802,6037602802,2016,1344,63378,51967
1400000US06037602900,6037602900,2016,1312,42907,35182
1400000US06037603004,6037603004,2016,617,54992,45091
1400000US06037603005,6037603005,2016,1833,56025,45938
1400000US06037603006,6037603006,2016,796,53087,43529
1400000US06037603007,6037603007,2016,1413,54881,45000
1400000US06037603008,6037603008,2016,987,54881,45000
1400000US06037603101,6037603101,2016,1543,56596,46406
1400000US06037603102,6037603102,2016,1339,61211,50190
1400000US06037603200,6037603200,2016,1137,75652,62031
1400000US06037603301,6037603301,2016,1535,44020,36094
1400000US06037603302,6037603302,2016,1506,53586,43938
1400000US06037603400,6037603400,2016,1457,65251,53503
1400000US06037603500,6037603500,2016,897,87573,71806
1400000US06037603600,6037603600,2016,1396,111669,91563
1400000US06037603702,6037603702,2016,1521,91687,75179
1400000US06037603703,6037603703,2016,800,99600,81667
1400000US06037603705,6037603705,2016,895,55489,45498
1400000US06037603706,6037603706,2016,1236,55489,45498
1400000US06037603801,6037603801,2016,1449,59061,48427
1400000US06037603802,6037603802,2016,1178,69283,56809
1400000US06037603901,6037603901,2016,1147,57156,46865
1400000US06037603902,6037603902,2016,1171,57156,46865
1400000US06037604001,6037604001,2016,1284,61373,50323
1400000US06037604002,6037604002,2016,1508,62055,50882
1400000US06037604101,6037604101,2016,965,79519,65202
1400000US06037604102,6037604102,2016,1072,79519,65202
1400000US06037604200,6037604200,2016,1643,55957,45882
1400000US06037609900,6037609900,2016,601,70596,57885
1400000US06037620001,6037620001,2016,1445,132291,108472
1400000US06037620002,6037620002,2016,1485,87833,72019
1400000US06037620101,6037620101,2016,2162,127275,104359
1400000US06037620102,6037620102,2016,1581,100745,82606
1400000US06037620201,6037620201,2016,867,142400,116761
1400000US06037620301,6037620301,2016,1715,187266,153549
1400000US06037620303,6037620303,2016,1529,186622,153021
1400000US06037620305,6037620305,2016,2691,148051,121395
1400000US06037620400,6037620400,2016,1993,160446,131558
1400000US06037620501,6037620501,2016,2142,151589,124296
1400000US06037620521,6037620521,2016,1537,113574,93125
1400000US06037620522,6037620522,2016,1856,102589,84118
1400000US06037620601,6037620601,2016,2298,124519,102100
1400000US06037620602,6037620602,2016,2035,144730,118672
1400000US06037620701,6037620701,2016,2848,121020,99231
1400000US06037620703,6037620703,2016,1064,161701,132587
1400000US06037620704,6037620704,2016,1378,161701,132587
1400000US06037620801,6037620801,2016,1400,183007,150057
1400000US06037620802,6037620802,2016,1508,183007,150057
1400000US06037620901,6037620901,2016,987,216027,177132
1400000US06037620904,6037620904,2016,1114,232829,190909
1400000US06037621001,6037621001,2016,2097,146611,120214
1400000US06037621005,6037621005,2016,2633,126650,103847
1400000US06037621102,6037621102,2016,1182,187843,154022
1400000US06037621104,6037621104,2016,3285,154574,126743
1400000US06037621201,6037621201,2016,2535,135394,111017
1400000US06037621204,6037621204,2016,1890,103589,84938
1400000US06037621301,6037621301,2016,2946,123349,101140
1400000US06037621324,6037621324,2016,1872,137487,112733
1400000US06037621326,6037621326,2016,1738,112811,92500
1400000US06037621400,6037621400,2016,1809,107648,88266
1400000US06037650001,6037650001,2016,2165,90994,74611
1400000US06037650003,6037650003,2016,1157,58020,47574
1400000US06037650004,6037650004,2016,1500,73288,60093
1400000US06037650101,6037650101,2016,1996,113682,93214
1400000US06037650102,6037650102,2016,760,104478,85667
1400000US06037650200,6037650200,2016,1969,115713,94879
1400000US06037650300,6037650300,2016,2412,72675,59590
1400000US06037650401,6037650401,2016,1459,135366,110994
1400000US06037650501,6037650501,2016,1028,124049,101714
1400000US06037650502,6037650502,2016,1545,122586,100515
1400000US06037650603,6037650603,2016,1486,102267,83854
1400000US06037650604,6037650604,2016,2536,63412,51995
1400000US06037650605,6037650605,2016,1087,78859,64661
1400000US06037650606,6037650606,2016,1650,80932,66360
1400000US06037650607,6037650607,2016,1138,80932,66360
1400000US06037650701,6037650701,2016,939,125261,102708
1400000US06037650702,6037650702,2016,1612,138074,113214
1400000US06037650801,6037650801,2016,1627,92072,75495
1400000US06037650802,6037650802,2016,1203,92072,75495
1400000US06037650901,6037650901,2016,2499,78094,64033
1400000US06037650903,6037650903,2016,1321,101783,83457
1400000US06037650904,6037650904,2016,1165,101783,83457
1400000US06037651001,6037651001,2016,1900,110670,90744
1400000US06037651002,6037651002,2016,1732,101866,83525
1400000US06037651101,6037651101,2016,1842,105822,86769
1400000US06037651102,6037651102,2016,1706,75042,61531
1400000US06037651201,6037651201,2016,1669,155386,127409
1400000US06037651221,6037651221,2016,1418,67687,55500
1400000US06037651222,6037651222,2016,2375,101101,82898
1400000US06037651302,6037651302,2016,2350,128056,105000
1400000US06037651304,6037651304,2016,2394,105189,86250
1400000US06037651401,6037651401,2016,1048,97503,79948
1400000US06037651402,6037651402,2016,2276,99309,81429
1400000US06037670001,6037670001,2016,1274,76928,63077
1400000US06037670002,6037670002,2016,1477,71651,58750
1400000US06037670003,6037670003,2016,2110,76986,63125
1400000US06037670101,6037670101,2016,1891,77581,63613
1400000US06037670102,6037670102,2016,1087,75243,61696
1400000US06037670201,6037670201,2016,1613,158572,130021
1400000US06037670202,6037670202,2016,944,196658,161250
1400000US06037670324,6037670324,2016,1821,257008,210734
1400000US06037670326,6037670326,2016,1331,192910,158177
1400000US06037670328,6037670328,2016,1661,228256,187159
1400000US06037670405,6037670405,2016,1190,123906,101597
1400000US06037670406,6037670406,2016,701,136136,111625
1400000US06037670407,6037670407,2016,2260,109300,89621
1400000US06037670413,6037670413,2016,1835,156059,127961
1400000US06037670416,6037670416,2016,1540,121266,99432
1400000US06037670417,6037670417,2016,1162,165079,135357
1400000US06037670418,6037670418,2016,1381,144572,118542
1400000US06037670500,6037670500,2016,637,269240,220764
1400000US06037670603,6037670603,2016,770,172488,141432
1400000US06037670604,6037670604,2016,2031,172488,141432
1400000US06037670701,6037670701,2016,2473,124354,101964
1400000US06037670702,6037670702,2016,2037,199656,163708
1400000US06037700101,6037700101,2016,3012,51832,42500
1400000US06037700102,6037700102,2016,2424,41330,33889
1400000US06037700200,6037700200,2016,4368,71227,58403
1400000US06037700300,6037700300,2016,3898,98583,80833
1400000US06037700400,6037700400,2016,3209,99739,81781
1400000US06037700501,6037700501,2016,2416,100928,82756
1400000US06037700502,6037700502,2016,2905,63878,52377
1400000US06037700600,6037700600,2016,1619,214532,175906
1400000US06037700801,6037700801,2016,2622,102373,83941
1400000US06037700802,6037700802,2016,1918,92354,75726
1400000US06037700901,6037700901,2016,1492,90888,74524
1400000US06037700902,6037700902,2016,3235,96820,79388
1400000US06037701000,6037701000,2016,2668,138728,113750
1400000US06037701201,6037701201,2016,1475,201168,164948
1400000US06037701202,6037701202,2016,1777,120320,98657
1400000US06037701302,6037701302,2016,2902,100330,82266
1400000US06037701304,6037701304,2016,3083,143751,117869
1400000US06037701402,6037701402,2016,3953,82065,67289
1400000US06037701501,6037701501,2016,2669,110230,90383
1400000US06037701502,6037701502,2016,1890,96347,79000
1400000US06037701601,6037701601,2016,1888,158654,130089
1400000US06037701602,6037701602,2016,1999,115112,94386
1400000US06037701701,6037701701,2016,1645,86378,70826
1400000US06037701702,6037701702,2016,1753,69300,56823
1400000US06037701801,6037701801,2016,2603,67575,55408
1400000US06037701802,6037701802,2016,1818,74699,61250
1400000US06037701902,6037701902,2016,2866,73452,60227
1400000US06037702002,6037702002,2016,3453,92401,75764
1400000US06037702102,6037702102,2016,3739,115958,95080
1400000US06037702201,6037702201,2016,2119,96782,79357
1400000US06037702202,6037702202,2016,1733,110119,90292
1400000US06037702300,6037702300,2016,3068,104767,85904
1400000US06037702400,6037702400,2016,1902,110391,90515
1400000US06037702501,6037702501,2016,1929,98550,80806
1400000US06037702502,6037702502,2016,2068,102358,83929
1400000US06037702600,6037702600,2016,2197,105385,86411
1400000US06037702700,6037702700,2016,1327,146973,120511
1400000US06037702801,6037702801,2016,2200,77894,63869
1400000US06037702802,6037702802,2016,901,95185,78047
1400000US06037702803,6037702803,2016,1224,81916,67167
1400000US06037702900,6037702900,2016,5447,122497,100442
1400000US06037703002,6037703002,2016,2917,109259,89587
1400000US06037703003,6037703003,2016,1326,96009,78723
1400000US06037703100,6037703100,2016,2341,89081,73042
1400000US06037703200,6037703200,2016,2285,121011,99223
1400000US06037800101,6037800101,2016,2008,160579,131667
1400000US06037800103,6037800103,2016,870,139463,114353
1400000US06037800104,6037800104,2016,1611,139463,114353
1400000US06037800202,6037800202,2016,1973,167094,137009
1400000US06037800204,6037800204,2016,1815,148001,121354
1400000US06037800205,6037800205,2016,231,147431,120886
1400000US06037800206,6037800206,2016,1750,151142,123929
1400000US06037800324,6037800324,2016,2334,171250,140417
1400000US06037800325,6037800325,2016,1568,131700,107988
1400000US06037800328,6037800328,2016,1023,105698,86667
1400000US06037800333,6037800333,2016,473,90689,74361
1400000US06037800334,6037800334,2016,1788,98972,81152
1400000US06037800335,6037800335,2016,2365,158748,130166
1400000US06037800336,6037800336,2016,2174,102265,83852
1400000US06037800337,6037800337,2016,306,102265,83852
1400000US06037800338,6037800338,2016,2291,179201,146937
1400000US06037800406,6037800406,2016,944,147535,120972
1400000US06037800410,6037800410,2016,642,136441,111875
1400000US06037800411,6037800411,2016,1678,139447,114340
1400000US06037800412,6037800412,2016,1314,139447,114340
1400000US06037800504,6037800504,2016,1130,139913,114722
1400000US06037800506,6037800506,2016,1388,190342,156071
1400000US06037900102,6037900102,2016,294,27441,22500
1400000US06037900103,6037900103,2016,1701,39204,32145
1400000US06037900104,6037900104,2016,1590,51596,42306
1400000US06037900301,6037900301,2016,122,64731,53076
1400000US06037900501,6037900501,2016,2009,48887,40085
1400000US06037900504,6037900504,2016,1899,79627,65290
1400000US06037900505,6037900505,2016,1251,50232,41188
1400000US06037900506,6037900506,2016,1316,46750,38333
1400000US06037900508,6037900508,2016,955,68195,55917
1400000US06037900509,6037900509,2016,907,53851,44155
1400000US06037900510,6037900510,2016,1256,53851,44155
1400000US06037900602,6037900602,2016,1610,41558,34076
1400000US06037900606,6037900606,2016,1190,32871,26953
1400000US06037900607,6037900607,2016,1094,36466,29900
1400000US06037900608,6037900608,2016,981,52595,43125
1400000US06037900609,6037900609,2016,1556,48725,39952
1400000US06037900610,6037900610,2016,1360,49727,40774
1400000US06037900611,6037900611,2016,815,49727,40774
1400000US06037900701,6037900701,2016,1583,37036,30368
1400000US06037900703,6037900703,2016,1764,36969,30313
1400000US06037900704,6037900704,2016,1321,45606,37395
1400000US06037900705,6037900705,2016,1727,48059,39406
1400000US06037900804,6037900804,2016,1020,46530,38152
1400000US06037900805,6037900805,2016,1362,69309,56830
1400000US06037900806,6037900806,2016,1980,26544,21765
1400000US06037900807,6037900807,2016,1258,56979,46720
1400000US06037900808,6037900808,2016,1264,56979,46720
1400000US06037900901,6037900901,2016,636,68602,56250
1400000US06037900902,6037900902,2016,799,68602,56250
1400000US06037901007,6037901007,2016,673,103918,85208
1400000US06037901008,6037901008,2016,934,70043,57432
1400000US06037901009,6037901009,2016,1936,75885,62222
1400000US06037901010,6037901010,2016,1873,56961,46705
1400000US06037901011,6037901011,2016,1883,69126,56680
1400000US06037901012,6037901012,2016,1099,96547,79164
1400000US06037901013,6037901013,2016,836,96547,79164
1400000US06037901014,6037901014,2016,1770,96547,79164
1400000US06037901101,6037901101,2016,1703,74054,60721
1400000US06037901102,6037901102,2016,1808,81407,66750
1400000US06037901209,6037901209,2016,497,75026,61518
1400000US06037901210,6037901210,2016,642,66697,54688
1400000US06037901214,6037901214,2016,389,98991,81168
1400000US06037901215,6037901215,2016,195,98991,81168
1400000US06037901216,6037901216,2016,3102,98991,81168
1400000US06037901217,6037901217,2016,1257,131802,108071
1400000US06037901218,6037901218,2016,215,134231,110063
1400000US06037901300,6037901300,2016,1383,60311,49452
1400000US06037910002,6037910002,2016,2082,50003,41000
1400000US06037910210,6037910210,2016,2189,99909,81921
1400000US06037910211,6037910211,2016,330,103665,85000
1400000US06037910212,6037910212,2016,1145,103665,85000
1400000US06037910213,6037910213,2016,434,76886,63043
1400000US06037910214,6037910214,2016,1667,101801,83472
1400000US06037910215,6037910215,2016,1772,75029,61520
1400000US06037910216,6037910216,2016,1227,120750,99009
1400000US06037910217,6037910217,2016,1271,118237,96949
1400000US06037910218,6037910218,2016,1573,65257,53507
1400000US06037910301,6037910301,2016,1384,112163,91968
1400000US06037910302,6037910302,2016,1883,111991,91827
1400000US06037910401,6037910401,2016,2208,88667,72703
1400000US06037910404,6037910404,2016,1093,56052,45960
