geoid,geoid20,year,denom_total_hh,med_hh_inc_adj,med_hh_inc
1400000US06037106112,6037106112,2020,1386,109353.09,96688
1400000US06037106113,6037106113,2020,1039,113044.64,99952
1400000US06037106114,6037106114,2020,1729,74611.359,65970
1400000US06037106403,6037106403,2020,881,93730.734,82875
1400000US06037106405,6037106405,2020,1232,72937.5,64490
1400000US06037106406,6037106406,2020,1923,100724.77,89059
1400000US06037106407,6037106407,2020,935,37464.02,33125
1400000US06037106408,6037106408,2020,1087,61116.398,54038
1400000US06037106510,6037106510,2020,1763,96170.281,85032
1400000US06037106520,6037106520,2020,1511,80792.219,71435
1400000US06037106603,6037106603,2020,1208,147940.19,130806
1400000US06037106604,6037106604,2020,1241,64233.406,56794
1400000US06037106641,6037106641,2020,790,125539.81,111000
1400000US06037106642,6037106642,2020,1252,126979.56,112273
1400000US06037106643,6037106643,2020,1464,199539.31,176429
1400000US06037106645,6037106645,2020,1346,129266.42,114295
1400000US06037106646,6037106646,2020,1001,126397.1,111758
1400000US06037106648,6037106648,2020,1058,81617.844,72165
1400000US06037106649,6037106649,2020,697,106845.69,94471
1400000US06037107010,6037107010,2020,800,80917.758,71546
1400000US06037107020,6037107020,2020,1280,91314.945,80739
1400000US06037108101,6037108101,2020,821,159752.23,141250
1400000US06037108102,6037108102,2020,1214,123380.75,109091
1400000US06037108103,6037108103,2020,1071,147690.23,130585
1400000US06037108104,6037108104,2020,599,169789.77,150125
1400000US06037108202,6037108202,2020,3260,153365.55,135603
1400000US06037108203,6037108203,2020,1209,145497.25,128646
1400000US06037108204,6037108204,2020,663,141979.88,125536
1400000US06037109100,6037109100,2020,933,79169.25,70000
1400000US06037109200,6037109200,2020,1124,125871.19,111293
1400000US06037109300,6037109300,2020,985,108958.38,96339
1400000US06037109400,6037109400,2020,1158,94987.266,83986
1400000US06037109500,6037109500,2020,1051,60614.238,53594
1400000US06037109601,6037109601,2020,1346,108371.39,95820
1400000US06037109603,6037109603,2020,1299,73582.164,65060
1400000US06037109604,6037109604,2020,920,103797.67,91776
1400000US06037109700,6037109700,2020,1505,116664.94,103153
1400000US06037109800,6037109800,2020,1571,99244.313,87750
1400000US06037111100,6037111100,2020,989,121452.41,107386
1400000US06037111201,6037111201,2020,1115,115661.75,102266
1400000US06037111202,6037111202,2020,2018,130967.43,115799
1400000US06037111204,6037111204,2020,1945,170476.28,150732
1400000US06037111205,6037111205,2020,1351,76321.422,67482
1400000US06037111206,6037111206,2020,1543,137996.53,122014
1400000US06037111302,6037111302,2020,1887,70448.188,62289
1400000US06037111303,6037111303,2020,1498,111534.77,98617
1400000US06037111304,6037111304,2020,1403,65123.492,57581
1400000US06037111401,6037111401,2020,681,141312.59,124946
1400000US06037111402,6037111402,2020,2214,54250.164,47967
1400000US06037113101,6037113101,2020,1203,122810.73,108587
1400000US06037113102,6037113102,2020,1007,174753.67,154514
1400000US06037113211,6037113211,2020,1725,105827.8,93571
1400000US06037113212,6037113212,2020,979,106837.77,94464
1400000US06037113213,6037113213,2020,1760,126921.88,112222
1400000US06037113231,6037113231,2020,908,128852.48,113929
1400000US06037113232,6037113232,2020,1519,142984.19,126424
1400000US06037113234,6037113234,2020,1726,69646.32,61580
1400000US06037113235,6037113235,2020,702,119130.49,105333
1400000US06037113237,6037113237,2020,1670,131981.92,116696
1400000US06037113238,6037113238,2020,1555,65057.895,57523
1400000US06037113239,6037113239,2020,908,50552.957,44698
1400000US06037113301,6037113301,2020,1571,96105.813,84975
1400000US06037113303,6037113303,2020,1276,100168.33,88567
1400000US06037113322,6037113322,2020,1571,109012.66,96387
1400000US06037113323,6037113323,2020,1563,87760.242,77596
1400000US06037113324,6037113324,2020,1053,97657.531,86347
1400000US06037113423,6037113423,2020,869,108697.12,96108
1400000US06037113424,6037113424,2020,1257,101405.63,89661
1400000US06037113425,6037113425,2020,1374,63099.023,55791
1400000US06037113426,6037113426,2020,755,70622.367,62443
1400000US06037113427,6037113427,2020,981,63121.645,55811
1400000US06037113428,6037113428,2020,1107,121606.23,107522
1400000US06037115101,6037115101,2020,2003,147606.55,130511
1400000US06037115103,6037115103,2020,11,,
1400000US06037115104,6037115104,2020,2300,61994.047,54814
1400000US06037115202,6037115202,2020,2153,72868.508,64429
1400000US06037115203,6037115203,2020,1170,78727.031,69609
1400000US06037115204,6037115204,2020,1787,94071.164,83176
1400000US06037115301,6037115301,2020,1798,113028.8,99938
1400000US06037115302,6037115302,2020,1114,59579.383,52679
1400000US06037115401,6037115401,2020,2060,69979.961,61875
1400000US06037115403,6037115403,2020,1079,65612.078,58013
1400000US06037115404,6037115404,2020,910,78816.383,69688
1400000US06037117101,6037117101,2020,1506,98411.898,87014
1400000US06037117102,6037117102,2020,842,74456.414,65833
1400000US06037117201,6037117201,2020,1280,57648.785,50972
1400000US06037117202,6037117202,2020,953,105424.03,93214
1400000US06037117301,6037117301,2020,1169,131571.38,116333
1400000US06037117302,6037117302,2020,1716,118249.45,104554
1400000US06037117303,6037117303,2020,1194,114395.04,101146
1400000US06037117404,6037117404,2020,1399,123551.53,109242
1400000US06037117405,6037117405,2020,920,45468.031,40202
1400000US06037117407,6037117407,2020,1023,44557.586,39397
1400000US06037117408,6037117408,2020,758,46051.621,40718
1400000US06037117510,6037117510,2020,1092,51270.008,45332
1400000US06037117520,6037117520,2020,1116,48336.219,42738
1400000US06037117530,6037117530,2020,1715,56420.531,49886
1400000US06037119001,6037119001,2020,1039,102058.21,90238
1400000US06037119003,6037119003,2020,895,106560.68,94219
1400000US06037119004,6037119004,2020,818,95034.766,84028
1400000US06037119201,6037119201,2020,875,103595.23,91597
1400000US06037119202,6037119202,2020,1108,85169.148,75305
1400000US06037119310,6037119310,2020,1288,69273.094,61250
1400000US06037119320,6037119320,2020,1251,84588.953,74792
1400000US06037119340,6037119340,2020,1095,39386.703,34825
1400000US06037119341,6037119341,2020,881,56739.469,50168
1400000US06037119342,6037119342,2020,822,73682.82,65149
1400000US06037119400,6037119400,2020,1177,100975.85,89281
1400000US06037119700,6037119700,2020,1377,111736.09,98795
1400000US06037119801,6037119801,2020,653,110540.63,97738
1400000US06037119802,6037119802,2020,831,73462.281,64954
1400000US06037119900,6037119900,2020,1336,95264.359,84231
1400000US06037120010,6037120010,2020,777,59602.004,52699
1400000US06037120020,6037120020,2020,1239,34686.309,30669
1400000US06037120030,6037120030,2020,731,43504.633,38466
1400000US06037120103,6037120103,2020,872,39882.074,35263
1400000US06037120104,6037120104,2020,812,45151.355,39922
1400000US06037120105,6037120105,2020,877,41510.699,36703
1400000US06037120106,6037120106,2020,1349,40037.02,35400
1400000US06037120107,6037120107,2020,1136,41750.469,36915
1400000US06037120108,6037120108,2020,1457,43197.004,38194
1400000US06037120300,6037120300,2020,1521,75556.867,66806
1400000US06037120400,6037120400,2020,2120,66137.992,58478
1400000US06037121010,6037121010,2020,1297,96369.336,85208
1400000US06037121020,6037121020,2020,1159,62154.648,54956
1400000US06037121101,6037121101,2020,1021,79601.289,70382
1400000US06037121102,6037121102,2020,831,58461.969,51691
1400000US06037121210,6037121210,2020,861,86237.93,76250
1400000US06037121221,6037121221,2020,539,83567.664,73889
1400000US06037121222,6037121222,2020,1252,65031.883,57500
1400000US06037121600,6037121600,2020,879,89402.438,79048
1400000US06037121801,6037121801,2020,1282,48293.242,42700
1400000US06037121802,6037121802,2020,799,82385.781,72844
1400000US06037121900,6037121900,2020,1183,61947.676,54773
1400000US06037122000,6037122000,2020,1631,80033.328,70764
1400000US06037122120,6037122120,2020,1189,59789.75,52865
1400000US06037122121,6037122121,2020,794,57559.438,50893
1400000US06037122122,6037122122,2020,656,47038.977,41591
1400000US06037122200,6037122200,2020,941,61914.879,54744
1400000US06037122410,6037122410,2020,1167,42563.652,37634
1400000US06037122420,6037122420,2020,1373,61098.305,54022
1400000US06037123010,6037123010,2020,1066,50133.363,44327
1400000US06037123020,6037123020,2020,770,68424.852,60500
1400000US06037123103,6037123103,2020,1710,67417.141,59609
1400000US06037123104,6037123104,2020,1823,69430.305,61389
1400000US06037123203,6037123203,2020,1058,60089.461,53130
1400000US06037123204,6037123204,2020,1104,69523.039,61471
1400000US06037123205,6037123205,2020,800,55735.152,49280
1400000US06037123206,6037123206,2020,878,38141.484,33724
1400000US06037123301,6037123301,2020,1741,63765.176,56380
1400000US06037123303,6037123303,2020,917,60921.867,53866
1400000US06037123304,6037123304,2020,1872,46865.934,41438
1400000US06037123410,6037123410,2020,1285,57786.766,51094
1400000US06037123420,6037123420,2020,1668,53363.469,47183
1400000US06037123510,6037123510,2020,1723,54034.145,47776
1400000US06037123520,6037123520,2020,810,55074.652,48696
1400000US06037123601,6037123601,2020,1987,65131.41,57588
1400000US06037123602,6037123602,2020,1320,53827.172,47593
1400000US06037123700,6037123700,2020,1796,91282.148,80710
1400000US06037123800,6037123800,2020,2414,93628.945,82785
1400000US06037123901,6037123901,2020,1568,58905.316,52083
1400000US06037123902,6037123902,2020,1159,88560.984,78304
1400000US06037124000,6037124000,2020,2288,97198.352,85941
1400000US06037124102,6037124102,2020,1543,54387.012,48088
1400000US06037124103,6037124103,2020,598,51570.848,45598
1400000US06037124104,6037124104,2020,1105,47018.617,41573
1400000US06037124105,6037124105,2020,893,59612.184,52708
1400000US06037124201,6037124201,2020,1146,72100.57,63750
1400000US06037124203,6037124203,2020,853,60405.008,53409
1400000US06037124204,6037124204,2020,953,50196.699,44383
1400000US06037124300,6037124300,2020,1382,49545.246,43807
1400000US06037124400,6037124400,2020,1713,99668.43,88125
1400000US06037124500,6037124500,2020,1280,100799.42,89125
1400000US06037124600,6037124600,2020,1426,71670.789,63370
1400000US06037124700,6037124700,2020,2661,115043.1,101719
1400000US06037124902,6037124902,2020,1638,45995.07,40668
1400000US06037124903,6037124903,2020,1654,86837.359,76780
1400000US06037125101,6037125101,2020,2189,83283.789,73638
1400000US06037125102,6037125102,2020,886,122170.59,108021
1400000US06037125200,6037125200,2020,2060,91514,80915
1400000US06037125310,6037125310,2020,2270,60812.164,53769
1400000US06037125321,6037125321,2020,1588,56051.828,49560
1400000US06037125322,6037125322,2020,1571,38247.797,33818
1400000US06037125402,6037125402,2020,2054,91274.227,80703
1400000US06037125403,6037125403,2020,1481,83301.883,73654
1400000US06037125404,6037125404,2020,1778,74394.211,65778
1400000US06037125501,6037125501,2020,1625,55019.234,48647
1400000US06037125502,6037125502,2020,2051,78487.266,69397
1400000US06037125600,6037125600,2020,1377,81539.805,72096
1400000US06037127102,6037127102,2020,1605,56802.805,50224
1400000US06037127103,6037127103,2020,1315,62743.891,55477
1400000US06037127104,6037127104,2020,1419,63252.836,55927
1400000US06037127210,6037127210,2020,2018,62898.84,55614
1400000US06037127220,6037127220,2020,1763,48845.164,43188
1400000US06037127300,6037127300,2020,1442,61818.742,54659
1400000US06037127400,6037127400,2020,2042,69901.922,61806
1400000US06037127520,6037127520,2020,1453,43354.211,38333
1400000US06037127603,6037127603,2020,945,54791.906,48446
1400000US06037127604,6037127604,2020,1568,48742.246,43097
1400000US06037127605,6037127605,2020,1238,53268.465,47099
1400000US06037127606,6037127606,2020,1235,72533.734,64133
1400000US06037127711,6037127711,2020,1187,74663.391,66016
1400000US06037127712,6037127712,2020,1626,52054.914,46026
1400000US06037127803,6037127803,2020,1790,51208.934,45278
1400000US06037127804,6037127804,2020,1656,67512.141,59693
1400000US06037127805,6037127805,2020,1246,59848.559,52917
1400000US06037127806,6037127806,2020,1275,50402.539,44565
1400000US06037127910,6037127910,2020,1673,51409.117,45455
1400000US06037127920,6037127920,2020,1505,56101.594,49604
1400000US06037128101,6037128101,2020,1211,65738.75,58125
1400000US06037128102,6037128102,2020,1614,50955.59,45054
1400000US06037128210,6037128210,2020,1617,40680.555,35969
1400000US06037128220,6037128220,2020,1241,53847.531,47611
1400000US06037128302,6037128302,2020,1622,57225.797,50598
1400000US06037128303,6037128303,2020,1195,43972.863,38880
1400000US06037128400,6037128400,2020,1843,110763.44,97935
1400000US06037128500,6037128500,2020,2229,108629.26,96048
1400000US06037128601,6037128601,2020,1763,63061.699,55758
1400000US06037128602,6037128602,2020,1298,99269.188,87772
1400000US06037128703,6037128703,2020,1806,82377.867,72837
1400000US06037128704,6037128704,2020,1026,134145.5,118609
1400000US06037128801,6037128801,2020,2118,78300.648,69232
1400000US06037128802,6037128802,2020,2303,105776.91,93526
1400000US06037128910,6037128910,2020,1986,112816.18,99750
1400000US06037131021,6037131021,2020,1025,61400.277,54289
1400000US06037131022,6037131022,2020,1077,62608.172,55357
1400000US06037131023,6037131023,2020,828,68403.359,60481
1400000US06037131024,6037131024,2020,990,105445.52,93233
1400000US06037131100,6037131100,2020,1083,104038.57,91989
1400000US06037131200,6037131200,2020,1232,101231.46,89507
1400000US06037131300,6037131300,2020,1200,74692.797,66042
1400000US06037131400,6037131400,2020,1957,83823.273,74115
1400000US06037131600,6037131600,2020,1438,84674.906,74868
1400000US06037131701,6037131701,2020,1933,84025.719,74294
1400000US06037131702,6037131702,2020,1305,70965.055,62746
1400000US06037131801,6037131801,2020,1159,57186.211,50563
1400000US06037131802,6037131802,2020,807,98452.617,87050
1400000US06037131900,6037131900,2020,1429,122626.38,108424
1400000US06037132001,6037132001,2020,1213,87054.508,76972
1400000US06037132002,6037132002,2020,1186,98884.656,87432
1400000US06037132101,6037132101,2020,1745,66557.586,58849
1400000US06037132102,6037132102,2020,2161,60157.32,53190
1400000US06037132301,6037132301,2020,1525,52939.348,46808
1400000US06037132302,6037132302,2020,995,85897.508,75949
1400000US06037132501,6037132501,2020,1281,68625.039,60677
1400000US06037132502,6037132502,2020,1267,45442.02,40179
1400000US06037132700,6037132700,2020,1758,85088.844,75234
1400000US06037132900,6037132900,2020,1371,89952.102,79534
1400000US06037133000,6037133000,2020,1483,84972.359,75131
1400000US06037133101,6037133101,2020,619,74593.266,65954
1400000US06037133102,6037133102,2020,1467,47360.176,41875
1400000US06037134001,6037134001,2020,963,76841.672,67942
1400000US06037134002,6037134002,2020,1201,63754.996,56371
1400000US06037134101,6037134101,2020,1458,76672.023,67792
1400000US06037134103,6037134103,2020,1335,81890.406,72406
1400000US06037134104,6037134104,2020,1372,78611.672,69507
1400000US06037134201,6037134201,2020,1437,94205.75,83295
1400000US06037134302,6037134302,2020,1435,118161.23,104476
1400000US06037134303,6037134303,2020,1919,102143.03,90313
1400000US06037134304,6037134304,2020,958,77402.641,68438
1400000US06037134305,6037134305,2020,1248,44680.863,39506
1400000US06037134306,6037134306,2020,1488,62296.02,55081
1400000US06037134421,6037134421,2020,1562,135895.14,120156
1400000US06037134422,6037134422,2020,1666,147426.72,130352
1400000US06037134423,6037134423,2020,1406,114866.66,101563
1400000US06037134424,6037134424,2020,1030,168863.48,149306
1400000US06037134520,6037134520,2020,2072,44557.586,39397
1400000US06037134521,6037134521,2020,774,60133.57,53169
1400000US06037134522,6037134522,2020,1587,45872.926,40560
1400000US06037134710,6037134710,2020,1684,50212.531,44397
1400000US06037134720,6037134720,2020,1821,88133.469,77926
1400000US06037134801,6037134801,2020,1137,94185.391,83277
1400000US06037134802,6037134802,2020,914,100438.63,88806
1400000US06037134901,6037134901,2020,1056,99385.68,87875
1400000US06037134904,6037134904,2020,1502,67920.43,60054
1400000US06037134905,6037134905,2020,2879,88743.07,78465
1400000US06037134906,6037134906,2020,1135,69273.094,61250
1400000US06037134907,6037134907,2020,1674,92906.242,82146
1400000US06037135102,6037135102,2020,1305,169723.03,150066
1400000US06037135111,6037135111,2020,1338,115965.98,102535
1400000US06037135113,6037135113,2020,1511,108622.47,96042
1400000US06037135115,6037135115,2020,1896,71615.375,63321
1400000US06037135116,6037135116,2020,1022,46855.754,41429
1400000US06037135201,6037135201,2020,963,119705.04,105841
1400000US06037135202,6037135202,2020,1530,121798.5,107692
1400000US06037135204,6037135204,2020,1644,125822.55,111250
1400000US06037135205,6037135205,2020,778,165689.94,146500
1400000US06037137000,6037137000,2020,1842,120905.02,106902
1400000US06037137103,6037137103,2020,2575,95372.93,84327
1400000US06037137104,6037137104,2020,1045,129121.66,114167
1400000US06037137202,6037137202,2020,1333,88324.609,78095
1400000US06037137203,6037137203,2020,860,102441.62,90577
1400000US06037137301,6037137301,2020,815,187938.75,166172
1400000US06037137302,6037137302,2020,1611,166244.11,146990
1400000US06037137401,6037137401,2020,1638,139353.72,123214
1400000US06037137402,6037137402,2020,2223,142221.91,125750
1400000US06037137501,6037137501,2020,2142,105921.67,93654
1400000US06037137502,6037137502,2020,1984,112877.26,99804
1400000US06037137504,6037137504,2020,714,180352.08,159464
1400000US06037138000,6037138000,2020,1929,165088.25,145968
1400000US06037139001,6037139001,2020,2315,99472.766,87952
1400000US06037139200,6037139200,2020,2493,85232.484,75361
1400000US06037139301,6037139301,2020,1648,171238.56,151406
1400000US06037139302,6037139302,2020,2032,60576.918,53561
1400000US06037139303,6037139303,2020,2333,57153.414,50534
1400000US06037139401,6037139401,2020,1278,74248.313,65649
1400000US06037139402,6037139402,2020,1037,166820.92,147500
1400000US06037139502,6037139502,2020,1205,108150.85,95625
1400000US06037139504,6037139504,2020,2006,66084.836,58431
1400000US06037139505,6037139505,2020,1706,32859.762,29054
1400000US06037139506,6037139506,2020,1510,69458.578,61414
1400000US06037139600,6037139600,2020,2415,108453.95,95893
1400000US06037139701,6037139701,2020,2246,166820.92,147500
1400000US06037139703,6037139703,2020,975,144483.88,127750
1400000US06037139704,6037139704,2020,1053,179544.55,158750
1400000US06037139705,6037139705,2020,1308,235676.67,208381
1400000US06037139801,6037139801,2020,1277,160883.22,142250
1400000US06037139802,6037139802,2020,1458,178307.25,157656
1400000US06037141101,6037141101,2020,2559,72306.406,63932
1400000US06037141102,6037141102,2020,1499,112392.06,99375
1400000US06037141201,6037141201,2020,2243,98117.844,86754
1400000US06037141202,6037141202,2020,1553,102325.13,90474
1400000US06037141303,6037141303,2020,1805,81882.492,72399
1400000US06037141304,6037141304,2020,1691,114744.52,101455
1400000US06037141305,6037141305,2020,1477,121727.24,107629
1400000US06037141306,6037141306,2020,1692,98608.695,87188
1400000US06037141400,6037141400,2020,2153,115757.88,102351
1400000US06037141500,6037141500,2020,1171,221108.41,195500
1400000US06037141600,6037141600,2020,1975,191346.42,169185
1400000US06037141700,6037141700,2020,1416,282747.31,250000
1400000US06037143101,6037143101,2020,1172,112957.55,99875
1400000US06037143102,6037143102,2020,1216,104955.8,92800
1400000US06037143200,6037143200,2020,2276,82971.633,73362
1400000US06037143301,6037143301,2020,1666,76224.156,67396
1400000US06037143302,6037143302,2020,1729,127750.89,112955
1400000US06037143401,6037143401,2020,2413,132166.28,116859
1400000US06037143402,6037143402,2020,856,143494.27,126875
1400000US06037143500,6037143500,2020,2546,135510.61,119816
1400000US06037143602,6037143602,2020,2487,113644.06,100482
1400000US06037143603,6037143603,2020,1486,96648.688,85455
1400000US06037143605,6037143605,2020,1056,83410.461,73750
1400000US06037143606,6037143606,2020,1049,100810.73,89135
1400000US06037143700,6037143700,2020,2105,138828.94,122750
1400000US06037143801,6037143801,2020,1412,186869.97,165227
1400000US06037143802,6037143802,2020,1134,149349.39,132052
1400000US06037143901,6037143901,2020,1809,231460.34,204653
1400000US06037143902,6037143902,2020,1466,133930.63,118419
1400000US06037181000,6037181000,2020,2383,121816.59,107708
1400000US06037181300,6037181300,2020,1401,130260.56,115174
1400000US06037181400,6037181400,2020,1775,96596.664,85409
1400000US06037181500,6037181500,2020,1438,128971.23,114034
1400000US06037181600,6037181600,2020,1158,102434.83,90571
1400000US06037183101,6037183101,2020,1292,66976.055,59219
1400000US06037183103,6037183103,2020,1669,78074.453,69032
1400000US06037183104,6037183104,2020,812,106084.53,93798
1400000US06037183220,6037183220,2020,1176,91403.164,80817
1400000US06037183221,6037183221,2020,1184,96643.031,85450
1400000US06037183222,6037183222,2020,1584,106130.91,93839
1400000US06037183300,6037183300,2020,1173,84878.484,75048
1400000US06037183401,6037183401,2020,843,77113.109,68182
1400000US06037183402,6037183402,2020,1102,71951.273,63618
1400000US06037183510,6037183510,2020,814,87416.422,77292
1400000US06037183520,6037183520,2020,1212,63453.023,56104
1400000US06037183610,6037183610,2020,1054,74333.141,65724
1400000US06037183620,6037183620,2020,1083,84918.07,75083
1400000US06037183701,6037183701,2020,1349,73868.305,65313
1400000US06037183702,6037183702,2020,1146,98078.258,86719
1400000US06037183810,6037183810,2020,1523,69273.094,61250
1400000US06037183820,6037183820,2020,1239,65710.477,58100
1400000US06037185101,6037185101,2020,1025,99979.453,88400
1400000US06037185102,6037185102,2020,1536,164092.97,145088
1400000US06037185202,6037185202,2020,1561,102387.33,90529
1400000US06037185203,6037185203,2020,961,79277.828,70096
1400000US06037185204,6037185204,2020,757,101789.04,90000
1400000US06037185310,6037185310,2020,942,75862.234,67076
1400000US06037185320,6037185320,2020,951,57727.953,51042
1400000US06037186100,6037186100,2020,1930,113182.63,100074
1400000US06037186201,6037186201,2020,1384,82420.844,72875
1400000US06037186202,6037186202,2020,739,94817.617,83836
1400000US06037186203,6037186203,2020,1090,130147.46,115074
1400000US06037186301,6037186301,2020,899,72403.672,64018
1400000US06037186302,6037186302,2020,2062,102573.95,90694
1400000US06037186401,6037186401,2020,969,51836.633,45833
1400000US06037186403,6037186403,2020,859,72849.281,64412
1400000US06037186404,6037186404,2020,825,70419.914,62264
1400000US06037187101,6037187101,2020,1334,95603.656,84531
1400000US06037187102,6037187102,2020,1637,76474.102,67617
1400000US06037187200,6037187200,2020,1099,89717.984,79327
1400000US06037187300,6037187300,2020,1703,110625.45,97813
1400000US06037188100,6037188100,2020,2028,64862.234,57350
1400000US06037188201,6037188201,2020,1961,100416.02,88786
1400000US06037188202,6037188202,2020,1338,134786.78,119176
1400000US06037188300,6037188300,2020,1501,126092.87,111489
1400000US06037189101,6037189101,2020,1453,104507.93,92404
1400000US06037189102,6037189102,2020,2064,107443.98,95000
1400000US06037189201,6037189201,2020,1962,54403.977,48103
1400000US06037189202,6037189202,2020,1474,138193.31,122188
1400000US06037189300,6037189300,2020,1560,177369.66,156827
1400000US06037189400,6037189400,2020,2039,176616.42,156161
1400000US06037189501,6037189501,2020,1654,74725.594,66071
1400000US06037189502,6037189502,2020,1508,62989.316,55694
1400000US06037189600,6037189600,2020,2296,76256.953,67425
1400000US06037189702,6037189702,2020,1706,89954.367,79536
1400000US06037189703,6037189703,2020,1244,120981.92,106970
1400000US06037189704,6037189704,2020,1388,122633.16,108430
1400000US06037189801,6037189801,2020,1663,91228.992,80663
1400000US06037189802,6037189802,2020,1192,72936.367,64489
1400000US06037189903,6037189903,2020,1722,96976.68,85745
1400000US06037189904,6037189904,2020,1680,66269.188,58594
1400000US06037189905,6037189905,2020,1519,81963.922,72471
1400000US06037189906,6037189906,2020,1568,80150.945,70868
1400000US06037189907,6037189907,2020,1529,78591.313,69489
1400000US06037190101,6037190101,2020,1579,38807.637,34313
1400000US06037190102,6037190102,2020,1640,67443.156,59632
1400000US06037190201,6037190201,2020,1750,35516.457,31403
1400000US06037190202,6037190202,2020,2685,46057.277,40723
1400000US06037190302,6037190302,2020,1416,74618.148,65976
1400000US06037190303,6037190303,2020,1899,43603.031,38553
1400000US06037190401,6037190401,2020,1867,55567.766,49132
1400000US06037190402,6037190402,2020,1328,51751.809,45758
1400000US06037190510,6037190510,2020,2014,53360.074,47180
1400000US06037190520,6037190520,2020,1647,49410.66,43688
1400000US06037190701,6037190701,2020,1191,40922.586,36183
1400000US06037190702,6037190702,2020,931,68029.008,60150
1400000US06037190801,6037190801,2020,1417,29957.645,26488
1400000US06037190802,6037190802,2020,1641,69682.508,61612
1400000US06037190901,6037190901,2020,1572,44600.563,39435
1400000US06037190902,6037190902,2020,1755,57021.086,50417
1400000US06037191000,6037191000,2020,4132,81002.586,71621
1400000US06037191110,6037191110,2020,1251,46609.199,41211
1400000US06037191120,6037191120,2020,1763,38667.391,34189
1400000US06037191201,6037191201,2020,1934,46696.285,41288
1400000US06037191203,6037191203,2020,1176,33300.848,29444
1400000US06037191204,6037191204,2020,855,46327.582,40962
1400000US06037191301,6037191301,2020,1010,55876.527,49405
1400000US06037191302,6037191302,2020,994,57079.898,50469
1400000US06037191410,6037191410,2020,1617,52447.367,46373
1400000US06037191420,6037191420,2020,1188,73774.43,65230
1400000US06037191500,6037191500,2020,1928,64633.777,57148
1400000US06037191610,6037191610,2020,1508,55135.727,48750
1400000US06037191620,6037191620,2020,1205,33988.488,30052
1400000US06037191710,6037191710,2020,1432,30823.982,27254
1400000US06037191720,6037191720,2020,1431,37442.531,33106
1400000US06037191810,6037191810,2020,1284,54947.984,48584
1400000US06037191820,6037191820,2020,1985,74044.734,65469
1400000US06037191901,6037191901,2020,2118,58122.672,51391
1400000US06037191902,6037191902,2020,1727,101317.41,89583
1400000US06037192001,6037192001,2020,1304,82926.398,73322
1400000US06037192002,6037192002,2020,1498,136255.94,120475
1400000US06037192300,6037192300,2020,1746,96048.133,84924
1400000US06037192410,6037192410,2020,2002,98737.625,87302
1400000US06037192420,6037192420,2020,1439,66484.07,58784
1400000US06037192510,6037192510,2020,1293,61851.543,54688
1400000US06037192520,6037192520,2020,1775,54411.895,48110
1400000US06037192610,6037192610,2020,1706,49814.422,44045
1400000US06037192620,6037192620,2020,1310,46995.996,41553
1400000US06037192700,6037192700,2020,1255,57035.789,50430
1400000US06037194101,6037194101,2020,2117,104541.86,92434
1400000US06037194102,6037194102,2020,1701,113681.39,100515
1400000US06037194200,6037194200,2020,2008,215646.86,190671
1400000US06037194300,6037194300,2020,1737,258811.06,228836
1400000US06037194401,6037194401,2020,1538,101401.11,89657
1400000US06037194402,6037194402,2020,2322,94420.641,83485
1400000US06037194500,6037194500,2020,1162,119838.49,105959
1400000US06037195100,6037195100,2020,2407,149002.19,131745
1400000US06037195201,6037195201,2020,1652,109362.14,96696
1400000US06037195202,6037195202,2020,1555,143022.64,126458
1400000US06037195300,6037195300,2020,1558,87679.945,77525
1400000US06037195400,6037195400,2020,2460,114398.44,101149
1400000US06037195500,6037195500,2020,2608,110395.87,97610
1400000US06037195600,6037195600,2020,1317,60106.426,53145
1400000US06037195710,6037195710,2020,1752,68265.383,60359
1400000US06037195720,6037195720,2020,988,58266.305,51518
1400000US06037195802,6037195802,2020,1115,67253.148,59464
1400000US06037195803,6037195803,2020,1190,96398.742,85234
1400000US06037195804,6037195804,2020,1221,61592.547,54459
1400000US06037195901,6037195901,2020,1270,73311.859,64821
1400000US06037195902,6037195902,2020,1171,116987.27,103438
1400000US06037195903,6037195903,2020,933,68213.359,60313
1400000US06037197200,6037197200,2020,1247,70813.5,62612
1400000US06037197300,6037197300,2020,1901,97633.781,86326
1400000US06037197410,6037197410,2020,1866,97733.305,86414
1400000US06037197420,6037197420,2020,1620,94324.508,83400
1400000US06037197500,6037197500,2020,1770,85136.352,75276
1400000US06037197600,6037197600,2020,907,87434.516,77308
1400000US06037197700,6037197700,2020,2208,59094.191,52250
1400000US06037199001,6037199001,2020,788,57317.406,50679
1400000US06037199002,6037199002,2020,1060,70562.422,62390
1400000US06037199110,6037199110,2020,804,71067.977,62837
1400000US06037199120,6037199120,2020,1159,38170.887,33750
1400000US06037199201,6037199201,2020,1222,57963.199,51250
1400000US06037199202,6037199202,2020,981,63108.07,55799
1400000US06037199300,6037199300,2020,1370,115360.91,102000
1400000US06037199400,6037199400,2020,1543,55926.289,49449
1400000US06037199700,6037199700,2020,1255,43986.434,38892
1400000US06037199801,6037199801,2020,957,46401.098,41027
1400000US06037199802,6037199802,2020,635,48067.043,42500
1400000US06037199900,6037199900,2020,896,42108.992,37232
1400000US06037201110,6037201110,2020,844,73514.305,65000
1400000US06037201120,6037201120,2020,1342,89065.406,78750
1400000US06037201200,6037201200,2020,805,55983.969,49500
1400000US06037201301,6037201301,2020,1135,75389.484,66658
